juno1hxkppd7spnvm5s86z2rfze5pndg9wwee8g9x6v

2022-04-05T11:00:49Z | #2578097 | FB087E4D4379E67BCC4EB6A9C98820C67EDFB6B0AA04A98B33EBFA0072316DE1 | 126062/169773 | 0.004245 JUNO | Chorus One
2022-04-05T06:58:02Z | #2575778 | C27F6D96BFFBB321416F5478A69E645B4EFAAEE7C79C5F2C9BA17EC4E2B2FF46 | 122421/164259 | 0.000411 JUNO | 0base.vc
2022-04-05T06:55:58Z | #2575758 | 9501CC3EBD80C32C19BB3A71BD29F52F1B4A1AE90ED6A18BE4ABFEB47CB19BC8 | 122454/164259 | 0.000411 JUNO | SG-1
2022-04-05T06:54:56Z | #2575748 | 90AAD3CBBE169226F624AFF19F144CBD418A9624FF7439BBDE0792F07CC781D9 | 122508/164340 | 0.000411 JUNO | Imperator.co
2022-04-05T06:54:05Z | #2575740 | 47D541EBEAB8845439860102E454A97A60C6FC80550CB42AC47B01C93FB680CB | 122421/164259 | 0.000411 JUNO | strangelove-ventures
2022-04-05T06:52:07Z | #2575721 | 05539BC75145A497E44EDA493B90225542A5D4323A171F0D00999A69923D5A56 | 122352/164259 | 0.000411 JUNO | WhisperNode🤐
2022-04-05T06:49:59Z | #2575701 | E7DE49C5D4EA9429A2C396FD39CF8CA38EC025F18AF0CEA36447B2F75F55553C | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T06:47:55Z | #2575682 | FA0E1FE7E09766DAE2D65262DD6810FEA515E2D2CE0BC2115539625411E391AB | 122421/164259 | 0.000411 JUNO | Disperze
2022-04-05T06:46:02Z | #2575664 | B144F71F1B008FBEF946328998B017B33AE854AF27AE7780CD6A1E9DE7E96074 | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T06:45:00Z | #2575654 | F3985A6AC63B858BDB0B5880B9AB3C628F5F7617D6B53833E5DC6DFE2725932B | 122475/164340 | 0.000411 JUNO | jabbey
2022-04-05T06:44:04Z | #2575645 | 3090309F176D73852802FE9C2FAFAF3AB7C55F42537795B2ABFC99C978AD848C | 122421/164259 | 0.000411 JUNO | Imperator.co
2022-04-05T06:41:59Z | #2575625 | 1FF682E4EA64A3A373012BE4FB801D4FEDF300DE5CF87E2A006D465B9069D90D | 122421/164259 | 0.000411 JUNO | Disperze
2022-04-05T06:40:02Z | #2575606 | 682A886E78EFCE9E67287EAB150E0B95DC15B3C38FE0497AA1D812B9F6354C5F | 122352/164259 | 0.000411 JUNO | 0base.vc
2022-04-05T06:37:57Z | #2575586 | 19F723C52AB76E75FF57E5B4D88A75399CA7882E15F5AD9980A09E93EAB97407 | 122421/164259 | 0.000411 JUNO | strangelove-ventures
2022-04-05T06:35:57Z | #2575567 | 83DC79181CE2C941A976B68AE57CA0CF541C5A6DDFA165EEABEC9968A79BE71A | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T06:35:00Z | #2575558 | 5F8FF124C4BF80A991CAAE1C937AFD3762E7428D7AAD4BD6BF21662EDFF0381C | 122508/164340 | 0.000411 JUNO | kingnodes
2022-04-05T06:33:58Z | #2575548 | AC935D167E70D33E12E83398B3EE86BC5A238F8DC67300EFE7161A8EB06532DE | 122421/164259 | 0.000411 JUNO | a41
2022-04-05T06:32:07Z | #2575530 | 890D74F439AC1A3A0B9594B638FFDBF79087298A3DBEB55172E75AC68E5A44E7 | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T06:30:01Z | #2575510 | D840F5909158DE8AE8CAF28A364DA8BD2AEF4F75EEDA444E67EBE48451649F17 | 122421/164259 | 0.000411 JUNO | Smart Stake - juno.smartstake.io
2022-04-05T06:27:56Z | #2575490 | F448E08967CDFB0E06E2F1A7E26B1216D8A91B0905FF259F4AF90E2F34B8BC09 | 122454/164259 | 0.000411 JUNO | [ block pane ]
2022-04-05T06:25:58Z | #2575471 | 52BB7A729D0FCB2445C544CDABD0C318007108104896E2626AB49732462D0871 | 122454/164259 | 0.000411 JUNO | Sentinel dVPN
2022-04-05T06:25:02Z | #2575462 | E828ADCEB6454D0FC9B767996EB336361D7F1C4E8C1567D468027F6C36B7C9B9 | 122472/164340 | 0.000411 JUNO | Stakecito
2022-04-05T06:23:58Z | #2575452 | B5B31280A170EEECF6E76680D5184A06220701FABE1476467994991BC4563500 | 122421/164259 | 0.000411 JUNO | OmniFlix Network
2022-04-05T06:21:59Z | #2575433 | E84EE4541B20111A1C383EBA99DA840EB28313B8625663CCFD67AF55AA3F82A9 | 122421/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T06:20:07Z | #2575415 | C3445AD667DCBBFB037DC9D95D449D4C7EC92A9C32267C2ACF375CD9FD70F4B4 | 122421/164259 | 0.000411 JUNO | Validator.run | 100% Slash Protected
2022-04-05T06:17:57Z | #2575394 | 60414CA377B23A94943A233E570441F3137928615EFBF78ED50F604083EC8E75 | 122421/164259 | 0.000411 JUNO | FreshJUNO.com
2022-04-05T06:15:58Z | #2575375 | 86117DBEEC9EA1B9B46C6955ED050FB447B44CFDFA8D86879E4B9B1918045845 | 122421/164259 | 0.000411 JUNO | SG-1
2022-04-05T06:15:01Z | #2575366 | 3F86611914A62D1D51FC11D91974F54DE0102BFF13B0311D94213B3F416EDD6D | 122475/164340 | 0.000411 JUNO | Lavender.Five Nodes 🐝
2022-04-05T06:13:59Z | #2575356 | FBCF5856608BA6D67761288FCC7F7B6DDCE89040C395F46175BF9C0C740D7828 | 122352/164259 | 0.000411 JUNO | Cros-nest
2022-04-05T06:12:06Z | #2575338 | 2202AF6CE7D11A2E3280978F31155D57C0F4843DF148250ACCC8168CE566C134 | 122421/164259 | 0.000411 JUNO | Imperator.co
2022-04-05T06:10:02Z | #2575318 | 08279C33A01B7C45A7F0F81C731503132CB1EBAA315B071D0461E064CF15E7B9 | 122406/164340 | 0.000411 JUNO | Sentinel dVPN
2022-04-05T06:08:01Z | #2575299 | BC72AED7AFFFDEAB9A1CF3CB5EA47A6D8E2BCF64EF2BAB9BC30657F28D3C8C94 | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T06:05:57Z | #2575279 | 6F33293149D8BCAD5D17EBB83EA721FE78916B2D7E7A7D36C7B2957A4E081646 | 122421/164259 | 0.000411 JUNO | Klub Staking
2022-04-05T06:05:06Z | #2575271 | D1F14F27AC9030485A2BCE77CADC2E86B16B1DA07B5AD43A67E53802B9D86FC0 | 122475/164340 | 0.000411 JUNO | SG-1
2022-04-05T06:03:59Z | #2575260 | 4DB36A728080F77CE400D2D2E3EF84A3F01EF099AD63772D21775DCE191F577D | 122418/164259 | 0.000411 JUNO | Nodes.Guru
2022-04-05T06:01:59Z | #2575241 | 25ADA3D66BDDE196BAB15C9531570CF8C811843E3AD1E4C7E118CEEA6BB589A4 | 122421/164259 | 0.000411 JUNO | Chorus One
2022-04-05T06:00:01Z | #2575222 | 4DED6EB8B207863FFC8932CBE2AB85B090DDADF9181364F70F599B886198C824 | 122475/164340 | 0.000411 JUNO | Inotel
2022-04-05T05:58:02Z | #2575203 | 5716392451CBA6258543FDA65F6B3665C6CD947A0F4CC1A693BEB7F84702D7C8 | 122421/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T05:56:04Z | #2575184 | EA304F2E77092B3C1D4F526D9B2C4F0B0F2DD90D858B5B9D393AE78B827F4D2B | 122421/164259 | 0.000411 JUNO | kingnodes
2022-04-05T05:55:08Z | #2575175 | D8E3C288D8295B154F0A429BB1A85A1D5A0AC36A10204F94F030BC89B9D14115 | 122508/164340 | 0.000411 JUNO | Cypher Core
2022-04-05T05:53:58Z | #2575164 | A0A505DF9DEB67927652EA735F0BE1307A41D58AB79F6C510A6DF136943C200A | 122454/164259 | 0.000411 JUNO | Swiss Staking
2022-04-05T05:52:13Z | #2575147 | DF1919A15B197D66880FE5D233711E8FCC938A9F340ED91E014F074E0475DDF0 | 122421/164259 | 0.000411 JUNO | Chihuahua
2022-04-05T05:50:01Z | #2575126 | 83CA8EB47E8BBEE6866FED1CD4BEB71D99B2EBFA46A596E39D03FCFB571497A3 | 122421/164259 | 0.000411 JUNO | 0base.vc
2022-04-05T05:47:56Z | #2575106 | 99AC014824CB673E0FF2D2314FB356D1450BC11A8446A3EF1DA84C94F07F2715 | 122454/164259 | 0.000411 JUNO | Invicta Stake
2022-04-05T05:46:04Z | #2575088 | 0967169F9854F5BD0B3456C261EB1CFB046155AE7CD6BE184F8CF0E784F1855E | 122352/164259 | 0.000411 JUNO | blockscape
2022-04-05T05:45:02Z | #2575078 | 1F347A47283DE0E81126A9FC615F08EDC3F5DAF89B1F025FF496A6848114CBFA | 122475/164340 | 0.000411 JUNO | Figment
2022-04-05T05:43:58Z | #2575068 | A1E47DAA4808CB093514D5470CF1C1E2E3EFE9465F4D8F2690AD83770B881263 | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T05:42:05Z | #2575050 | CF3E5D6AA3E14E3FC26145B23BB34A87AA7811A7EEE55AB780DCC4A6EA5EB1DC | 122454/164259 | 0.000411 JUNO | SG-1
2022-04-05T05:40:01Z | #2575030 | 344BBAC95E739042B0A89E2393AF276901DA456B9DFD9D019C4B9917382BA310 | 122475/164340 | 0.000411 JUNO | dimi 🦙
2022-04-05T05:38:05Z | #2575012 | 81387E1056E16B16847766A03D0E214FC3E6E4F64B6123EC89C8DDC10CE3FF7D | 122454/164259 | 0.000411 JUNO | Sentinel dVPN
2022-04-05T05:36:02Z | #2574992 | 03CDBFA710F056ABB51AE58D25C91177CB5ABCD258983095E1105DB14BCA56B8 | 122352/164259 | 0.000411 JUNO | Crab Shack (ben2x4)
2022-04-05T05:34:59Z | #2574982 | DF59E2FE87A82986E946657C18A12F2A5265E67CDC40BFAC3BED072E8F78669C | 122475/164340 | 0.000411 JUNO | OmniFlix Network
2022-04-05T05:33:57Z | #2574972 | B8B326654E7877C99801111D902A4F83A23E9CBA5A0DDE0D6D20D3652FCE675C | 122454/164259 | 0.000411 JUNO | Smart Stake - juno.smartstake.io
2022-04-05T05:32:03Z | #2574954 | 259DFB424931DA7A0731DFF66A9E3FA4E35C148009F3ECE3124348B137D26464 | 122421/164259 | 0.000411 JUNO | 0base.vc
2022-04-05T05:29:59Z | #2574934 | 21D381B1A0DD67DA18DEF63BC10DBDB0B642760CAD3D98C8CB125CE7E41C97A5 | 122508/164340 | 0.000411 JUNO | Cosmostation
2022-04-05T05:28:06Z | #2574916 | 0E6143D0D9678761A34281E203B4CFC91FA3D009202D9035F5024E496C112190 | 122421/164259 | 0.000411 JUNO | CryptoCrew Validators ✅
2022-04-05T05:26:07Z | #2574897 | 2DC5AAC077436303C42E467B60B3FB6E16B42C502BF46DE9D7A69D60469689BB | 122421/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T05:24:58Z | #2574886 | 842AE4AEAACA54410A3E9B1BF64F35DD0DE9B4363E24EABE49F5277A9B5733C1 | 122475/164340 | 0.000411 JUNO | 0base.vc
2022-04-05T05:24:01Z | #2574877 | B827A3C31CF5D24B97FFD35FC2D270D94F48F5D5FBB0D1A158B90444FD550025 | 122421/164259 | 0.000411 JUNO | Chill Validation
2022-04-05T05:22:09Z | #2574859 | 2325A4E8C3638E43CD1A6E2C5896E4F06DC69421078828D116439894AC374BFF | 122454/164259 | 0.000411 JUNO | StakeLab
2022-04-05T05:20:00Z | #2574839 | 5B4C2BA8E593FE163975EBCDDD82FDAF2C2A1511A16DAC06F3661D9FA4E2C02C | 122451/164259 | 0.000411 JUNO | SmartNodes
2022-04-05T05:18:08Z | #2574821 | D46366CC86FB9E35835DE48563515D8469AF792109A65C43394B24CB55548259 | 122352/164259 | 0.000411 JUNO | PUPMØS
2022-04-05T05:15:56Z | #2574800 | 3EC58264EFA0C78639279CA52BE414CC6F89B9FEF97F29F5F9A31A82A5BDA7B9 | 122421/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T05:15:06Z | #2574792 | 03E3FDBD876717362016555F3FD88F973861344BDF27B1E49BA4A157CE04E6F3 | 122475/164340 | 0.000411 JUNO | EZStaking.io 100% Slash Protected
2022-04-05T05:14:04Z | #2574782 | 43B6CD7D4B260E2051A49A8B9A214FEF181DB715B8F12A4FE7215A2A2159C8F1 | 122421/164259 | 0.000411 JUNO | 0base.vc
2022-04-05T05:11:59Z | #2574762 | F41C813BE54B9D397A3CE7342EECD2CBE13D984CA853DB79C39F6830615875B0 | 122421/164259 | 0.000411 JUNO | Swiss Staking
2022-04-05T05:09:57Z | #2574743 | 3D66A64DEBF92D41B3D9529231EA5575A9EAE8A6D276606A549378EBEBCAA3E5 | 122508/164340 | 0.000411 JUNO | StarCluster
2022-04-05T05:08:06Z | #2574725 | AC1370BB1FA7D06BCF75F837334931739926F942CC13DB8B613E54DD24B73287 | 122421/164259 | 0.000411 JUNO | Swiss Staking
2022-04-05T05:05:55Z | #2574705 | 5B6111A332178D195B4E3266DF432D9951AF31AD400060C5ED5EEBBA3D4824BE | 122454/164259 | 0.000411 JUNO | SmartNodes
2022-04-05T05:04:57Z | #2574696 | 9FF8635F7C7956763F8201C15602CE77A2F7EF5A821B45C2181EE3D2DB1E2C54 | 122508/164340 | 0.000411 JUNO | Disperze
2022-04-05T05:04:02Z | #2574687 | 6AEAFB43B1046C315373786E1D13703315B5341C5CC90FC7CB56C346789DBB47 | 122352/164259 | 0.000411 JUNO | OmniFlix Network
2022-04-05T05:02:02Z | #2574668 | C75BF9B8C77029B81077BDDE92B80AC7B76CA78393BDDAB08C5E6E58DB420C78 | 122352/164259 | 0.000411 JUNO | SG-1
2022-04-05T04:59:58Z | #2574648 | 9A7EA5BE73E34C11B28AC7013FB1CAA98048EAA525B1B3E4C15BEDF6FF7267A2 | 122421/164259 | 0.000411 JUNO | OmniFlix Network
2022-04-05T04:57:59Z | #2574629 | 30BFCA700D91AC6C1B2C3825CB542F6832B614A002957927EA13258F0948E1DD | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T04:56:01Z | #2574610 | 5E1DFC75EE86BCF6117199C8AC386278371E5CEA8C3FE627158BB4667DBD2573 | 122352/164259 | 0.000411 JUNO | SG-1
2022-04-05T04:55:17Z | #2574603 | 415382DFD7CDA6CAE67F981D7A89D0AF7E5A19B000BD5AE4E39FEA5B0812399E | 122475/164340 | 0.000411 JUNO | elsehow
2022-04-05T04:54:01Z | #2574591 | B0E472D342C03FD9D2A1618C9E73EB0F1A94945C3222DE5D0B5BFA14928CC6A1 | 122352/164259 | 0.000411 JUNO | ᴅᴇᴜꜱ ʟᴀʙꜱ
2022-04-05T04:52:02Z | #2574572 | 90D7EC4CB11603A4E0B4B2BC82768249FDB7D8580C941CBF0DB0C2C92A3AACBE | 122352/164259 | 0.000411 JUNO | polkachu.com
2022-04-05T04:49:57Z | #2574552 | F2691FCA39CC1825EB17D4F13D4559D00CEE204C1F1883FF5D2C4F204F09E20D | 122451/164254 | 0.000411 JUNO | SG-1
2022-04-05T04:47:56Z | #2574533 | 64CBA280BE7742855D9B301D9B2A555CCFE45A85AB73AB2EDA1CA1F416582257 | 122388/164209 | 0.000411 JUNO | PUPMØS
2022-04-05T04:45:58Z | #2574514 | 250E55E7A3DFE1CB1A9091398DB9295D447FDAB0BAFF48788C0134BDD2A073EE | 122388/164209 | 0.000411 JUNO | Nodes.Guru
2022-04-05T04:45:02Z | #2574505 | 82AAE1E0A8488DE4508EF7FB2096179CBD44C2B9EDA2B2302D94438660FFBBB2 | 122365/164278 | 0.000411 JUNO | SG-1
2022-04-05T04:43:59Z | #2574495 | 37F3FF525A85F8B7C86C676DC9E5976BB58277E3EC4CDFB15CD499813731CCCB | 122454/164259 | 0.000411 JUNO | Cosmostation
2022-04-05T04:42:01Z | #2574476 | F8485E8A6A1CFB0E538476921CBA33143150EEDD313C09A3C550F62F42A20AE4 | 122352/164259 | 0.000411 JUNO | ᴅᴇᴜꜱ ʟᴀʙꜱ
2022-04-05T04:40:01Z | #2574457 | 07394BC1602CC700634F48ACBD4659EA25CE43159FA4F56172D0F4F0AEE66A1B | 122508/164340 | 0.000411 JUNO | Figment
2022-04-05T04:38:59Z | #2574447 | BC4D9667AA71842CBEB0CB085A2150E0EE0B22725EAE4690211075DB1D9BF794 | 122475/164340 | 0.000411 JUNO | Cosmostation
2022-04-05T04:35:57Z | #2574418 | 9C1E5F6AE0A41BBC8F3C486FF53A84D4135C8BF19EE1326D497C2381D812821E | 122504/164334 | 0.000411 JUNO | Imperator.co

juno18vmzvz3eym7ky98uq45z02rf5j6dh00cekjlv0

2022-04-05T04:40:01Z | #2574457 | 50011CE21198EF74603DE10493D26BAC5976868FCE800CBFBB14E7630280FB5C | 122512/164346 | 0.000411 JUNO | Figment
2022-04-05T04:38:59Z | #2574447 | 7E40642E09DF92C1FFF7C69143922F91CB2F055D93A4857CFFBE0F0C1F110996 | 122479/164346 | 0.000411 JUNO | Cosmostation
2022-04-05T04:35:57Z | #2574418 | 0C59982BB47C94B1418C3EAA60314D48A37570615A041CEAD2468EDC171870B6 | 122479/164296 | 0.000411 JUNO | Imperator.co
2022-04-05T04:32:58Z | #2574390 | 8725A51F91190137F2BD0CE90CDDED5661F546DB2F07AE495D3BA64B4AC6C98E | 122479/164296 | 0.000411 JUNO | dimi 🦙
2022-04-05T04:29:57Z | #2574361 | F83B060B71B931969B9DFE7410D73D332A497941553B40060DA4BE35D9B198FA | 122446/164296 | 0.000411 JUNO | Crab Shack (ben2x4)
2022-04-05T04:26:56Z | #2574332 | 9BEE16A1A8AE2DB36D410E724B3E34EDD582CEA33B9698F8E2F739A7888669EE | 122446/164296 | 0.000411 JUNO | Sentinel dVPN
2022-04-05T04:24:08Z | #2574305 | E1AFE343E3C25CC6BD21A788386E88FBE6A3E476D588E16A85B9EDE82D7F47D0 | 122443/164395 | 0.000411 JUNO | Lavender.Five Nodes 🐝
2022-04-05T04:21:01Z | #2574276 | 63FEFE74AA7449D8F1E618CBEDF1285B922EAF322AC647539B2318EA4F5EDB3F | 122512/164395 | 0.000411 JUNO | SmartNodes
2022-04-05T04:17:59Z | #2574247 | 690899ADA0527800C5BBE5C9D0288DA49A6266ACD502185259DD8703A36E90A2 | 122545/164395 | 0.000411 JUNO | Swiss Staking
2022-04-05T04:14:58Z | #2574218 | 1C9F1160742BE3760E7CD4BC9418C3BB8CBAFDF6FFA5DC13940FA826FAD67FC9 | 122545/164395 | 0.000411 JUNO | Cephalopod Equipment Corp
2022-04-05T04:11:57Z | #2574189 | 60540D598DEF928FE2242C9AB6CC41614071574C243B18FA8E6243503AAD4204 | 122512/164395 | 0.000411 JUNO | 01node
2022-04-05T04:09:01Z | #2574161 | BA2C7A68DB6D78BC9B25AB49EE16E6554D3D82133DEBC9D42019167AD7D966C0 | 122545/164395 | 0.000411 JUNO | Imperator.co
2022-04-05T04:05:59Z | #2574132 | 04E25BB77E7FF0E63077F206C3F9B40F2175B9AFD0A5A753DE15D0423142310E | 122512/164395 | 0.000411 JUNO | 0base.vc
2022-04-05T04:02:57Z | #2574103 | 2DFBC3DF164A9252DE878404281A157848BFC9F58D1F6FCCEAE2AA6595BC07B6 | 122545/164395 | 0.000411 JUNO | Swiss Staking
2022-04-05T04:00:01Z | #2574075 | 274B0723DC618969292582AF00134FF2E919247F7C43485045EFCAEE4E104093 | 122512/164395 | 0.000411 JUNO | elsehow
2022-04-05T03:56:59Z | #2574047 | 2785FE3CB3A5D1DA5A8694D81226481F5EB5DA09C781871AF012E0D3934F69FB | 122509/164395 | 0.000411 JUNO | ᴅᴇᴜꜱ ʟᴀʙꜱ
2022-04-05T03:53:59Z | #2574018 | A2B4335C10AA438BC6A87B43A56F5E47B1DA2C541629749786C0936F80C750DC | 122545/164395 | 0.000411 JUNO | UniverseDAO
2022-04-05T03:50:56Z | #2573990 | 92A646104300EDC77586356BD8EA0A6A7C5420616E88BFEBEFD7934A1734F63F | 122545/164395 | 0.000411 JUNO | SmartNodes
2022-04-05T03:47:56Z | #2573961 | 98E13BC92903526094E35D9C19F7681221EDC5E549772945BF81ED9A2ACE7BF5 | 122545/164395 | 0.000411 JUNO | Cosmostation
2022-04-05T03:45:01Z | #2573933 | E409EA1F89B9235048FA6412013F617EDD89EF6AAAAFA9B9987A3B75C1B30FB6 | 122512/164395 | 0.000411 JUNO | Validating Chaos - ⚵🧡 NFTs to delegators
2022-04-05T03:42:00Z | #2573904 | DB60F43B9C7C0961D4AE0F4044578136EA7FC0CF0054E53A6D2C17C5B947AC26 | 122509/164395 | 0.000411 JUNO | PUPMØS
2022-04-05T03:38:59Z | #2573875 | F34EDB1CA592DCFD9CDDDA1DC9BD42D06F5564F058CA87F018EE0A33F01AAB28 | 122545/164395 | 0.000411 JUNO | Cosmostation
2022-04-05T03:36:05Z | #2573847 | 54A80EBBBE7A7B8236B62BD28E2D09D073B282BB08F88988A538BD8441C18A6D | 122512/164395 | 0.000411 JUNO | Swiss Staking
2022-04-05T03:33:02Z | #2573818 | 0510CBADD882BAB0B2153638E7E493CECBABAD958FAE57B5F8B0BA2D0FD5DB73 | 122512/164395 | 0.000411 JUNO | kingnodes
2022-04-05T03:30:00Z | #2573790 | D8A2FE44BE120C77AF4DDD19065EE6F2C82A6083E8DE5024B48C2B4F87C9C91C | 122512/164395 | 0.000411 JUNO | 0base.vc
2022-04-05T03:27:04Z | #2573762 | 82202044BF1DB1676E0C2EEA30C4720A3BCF47C788C1A9F0707FDFD9540935FC | 122545/164395 | 0.000411 JUNO | Chandra Station
2022-04-05T03:24:04Z | #2573733 | F2B829E0C1D8EE43DFD311D50FFD91E69149EF204D2C602FAA1FCD02AE70B916 | 122545/164395 | 0.000411 JUNO | a41
2022-04-05T03:20:59Z | #2573704 | C45AA2B9843111BF9ED7FB3F581060D0798588CD419FCBC50FE1E87A2BF60287 | 122545/164395 | 0.000411 JUNO | Cosmostation
2022-04-05T03:17:52Z | #2573675 | C9B322A9F44195785689C08AF9CD45CB0E3309B00EF71AB705FDC3D851E13AE8 | 122545/164395 | 0.000411 JUNO | Secure Secrets
2022-04-05T03:14:58Z | #2573647 | 39EAA2711455C3AAF071BD3427C904DB8E53474FDEFF0CA4003171124A837F73 | 122512/164395 | 0.000411 JUNO | SG-1
2022-04-05T03:11:56Z | #2573618 | DC7CBF1FBDE2863168E8E2433CEA4AB1F8CED069CA31C40DA29A3B9BE08DAE63 | 122512/164395 | 0.000411 JUNO | NosNode🔆
2022-04-05T03:09:02Z | #2573590 | AD0DC2C836EC976C567EDE943767DB906BB9A828A7655D1D21433870A418437E | 122443/164395 | 0.000411 JUNO | SG-1
2022-04-05T03:06:02Z | #2573561 | 325E221528F8D10DCBB97DD57C6086A200461024194C73E2CF4DE5027E476991 | 122545/164395 | 0.000411 JUNO | PUPMØS
2022-04-05T03:02:59Z | #2573532 | DF38A7CF2EECDAE6BB9238C7001FAEE04728D0532DDE3EB7EA8B5380A96100AC | 122512/164395 | 0.000411 JUNO | ChainLayer
2022-04-05T03:00:05Z | #2573505 | 2D4C1A29A3F815B0109DE8188554C130BAAD92568AD483886250F27BE23FA58A | 122479/164395 | 0.000411 JUNO | Oldcat
2022-04-05T02:56:57Z | #2573475 | 73C52C03460AD1C575F3DF0101E377F43BB4B1E147DAE77A03A7F8E1AAE299C9 | 122512/164395 | 0.000411 JUNO | Stakecito
2022-04-05T02:53:56Z | #2573446 | 3073785637E5F4AE61078146591ECB5C8FBAF8F8FC65FC9BA23FFE284AB0D45C | 122545/164395 | 0.000411 JUNO | Swiss Staking
2022-04-05T02:50:59Z | #2573418 | DCCD1D869D67C669EC0F6A856CD5EA16C9D2BD10B75330399F0C3484633C0875 | 122545/164395 | 0.000411 JUNO | Inotel
2022-04-05T02:47:58Z | #2573389 | 36B18C8AF6B15DF1AAA4B31243A26F4111678252FEFC32575638889AEE534D08 | 122512/164395 | 0.000411 JUNO | polkachu.com
2022-04-05T02:45:02Z | #2573361 | 3170DC1C39FAE0DD652E676CCCB1DEC5D826630E1262BAF656C2F982F53E1E56 | 122479/164395 | 0.000411 JUNO | [ block pane ]
2022-04-05T02:41:59Z | #2573332 | 67ED4846207FB00B7032EB2BE2939E091D31C04FCF1AA2983F561EE68E9079A6 | 122545/164395 | 0.000411 JUNO | OmniFlix Network
2022-04-05T02:38:59Z | #2573303 | 9F0A31003F7EAC8F42517EE529E18B7DC1F9E4BA30E52CE9C2EB62895E8A2191 | 122545/164395 | 0.000411 JUNO | Cosmostation
2022-04-05T02:36:02Z | #2573275 | 96255D2ACDB7D2AECD948507586331BA66B3D9B5E55C9FAB1017CC951AE60325 | 122443/164395 | 0.000411 JUNO | Kleomedes
2022-04-05T02:33:00Z | #2573246 | C36592DDB328FED9DAAE2796CFF8DE1DACA0429A3502AF969CB1F78BAF2F6319 | 122512/164395 | 0.000411 JUNO | EZStaking.io 100% Slash Protected
2022-04-05T02:30:07Z | #2573218 | 8C2A22B54A191C515518E450CC4F1E8EAF9C062F8740E4EAAD09DA4BFA9DFF6C | 122512/164395 | 0.000411 JUNO | Cosmostation
2022-04-05T02:27:05Z | #2573189 | C7277DABD624A17B7BE7DFA173B3A6A838ED5CB29491C533884E9DD16A701A27 | 122443/164395 | 0.000411 JUNO | Wave
2022-04-05T02:23:58Z | #2573159 | FD8916CEC1EF2AAFA985B666F13C36E91F53FD07B533D7F911A2580559743623 | 122545/164395 | 0.000411 JUNO | kingnodes
2022-04-05T02:21:08Z | #2573132 | AC768428BA1B4E2FAD3F6F285F82E88F9B17FCC35C3BFE5AEA194B40CB3176FA | 122443/164395 | 0.000411 JUNO | Cosmostation
2022-04-05T02:17:59Z | #2573102 | E67F87C038CFB1B30D1963E2E4D6391D705DB2BE8D3E6D4049EDBBFE80958E40 | 122443/164395 | 0.000411 JUNO | SG-1
2022-04-05T02:14:57Z | #2573073 | A81D693DE32D639E9790B68F4F33915068DFDDEFC598A32693B40DE6530B4528 | 122512/164395 | 0.000411 JUNO | Sentinel dVPN
2022-04-05T02:12:01Z | #2573045 | 9BFB47937BB798B57C93A7B29A8DDA52824B47C0B41C90679CDDC73F05630A61 | 122512/164395 | 0.000411 JUNO | SG-1
2022-04-05T02:08:59Z | #2573017 | 828C252D6AC3AC371BCFCC7D060A45F457BF8E850D3660384447F7E9F87827B7 | 122545/164395 | 0.000411 JUNO | Lavender.Five Nodes 🐝
2022-04-05T02:06:06Z | #2572990 | 0D7927DA233387E0300F16140211B57AC8541120F46DAC0FEC1F2641EC4E070F | 122545/164395 | 0.000411 JUNO | Consensus One
2022-04-05T02:03:00Z | #2572960 | 2C7D91922131611B6235F61B96B3325DD5C08DD4FDAA5AF4548ED948959FEFFF | 122512/164395 | 0.000411 JUNO | OmniFlix Network
2022-04-05T02:00:00Z | #2572931 | 5D150F7846829B73C651036700699978DC935CD0A39852C61A2EAB3960D33165 | 122545/164395 | 0.000411 JUNO | Inotel
2022-04-05T01:56:57Z | #2572902 | B22797DA1BA8A450AE02526FE509FD3DEB85360055F2360EE9E87DB6681F9AF1 | 122545/164395 | 0.000411 JUNO | OmniFlix Network
2022-04-05T01:54:01Z | #2572874 | E1DC61FE975CBA0D1AD9D5AA9E5CA29DA5F04E102E181BE8BF6E629C67CA735E | 122545/164395 | 0.000411 JUNO | Frens (🤝,🤝)
2022-04-05T01:50:59Z | #2572845 | F2C7EABF05CC7B2E6C2308C40EF9A4C0866788672B99611EAE4706772ED04310 | 122545/164395 | 0.000411 JUNO | jabbey
2022-04-05T01:48:02Z | #2572817 | 74253B4FD9B974904B4BB7DAD6CEA4656970B49A95295CCFB79110C47E47D14E | 122512/164395 | 0.000411 JUNO | Cosmic Validator
2022-04-05T01:44:59Z | #2572788 | 5DF80729765B729D733AD471DE47351405D3A1E650B767AD2EE418C7F0414A99 | 122545/164395 | 0.000411 JUNO | SmartNodes
